time,bid_price,ask_price,total_volume,open_price,quote_time
2022-12-30 17:38:22.348000,,,8829358,,45502
2022-12-30 17:38:22.877000,118.93,118.95,8829426,,
2022-12-30 17:38:23.400000,,,8829519,,45503
2022-12-30 17:38:23.917000,,118.96,8829536,,
2022-12-30 17:38:24.457000,,,8829537,,
2022-12-30 17:38:24.973000,,118.95,8829810,,45504
2022-12-30 17:38:25.513000,,118.94,8831972,,45505
2022-12-30 17:38:26.031000,,118.95,8831982,,
2022-12-30 17:38:26.542000,,,8832009,,45506
2022-12-30 17:38:27.089000,,,8832010,,
2022-12-30 17:38:27.647000,,,,,45507
2022-12-30 17:38:28.167000,,,8832014,,
2022-12-30 17:38:28.686000,,,8832714,,45508
2022-12-30 17:38:29.235000,,,8832725,,
2022-12-30 17:38:29.778000,,,8832727,,45509
2022-12-30 17:38:30.288000,,,8832737,,45510
2022-12-30 17:38:31.302000,,,8832884,,
2022-12-30 17:38:31.830000,,,,,45511
2022-12-30 17:38:32.897000,,,8832989,,45512
2022-12-30 17:38:33.424000,,,8832991,,45513
2022-12-30 17:38:34.464000,118.94,118.96,8833732,,45514
2022-12-30 17:38:35.011000,,,8833733,,
2022-12-30 17:38:35.513000,118.95,,8833799,,45515
2022-12-30 17:38:36.050000,118.94,,8833804,,
2022-12-30 17:38:36.555000,,,8833824,,
2022-12-30 17:38:37.100000,118.95,,8833829,,45516
2022-12-30 17:38:37.613000,118.93,118.95,8834880,,45517
2022-12-30 17:38:38.132000,,,8834912,,
2022-12-30 17:38:38.647000,,,8835153,,45518
2022-12-30 17:38:39.171000,,,8835154,,
2022-12-30 17:38:39.695000,,,,,45519
2022-12-30 17:38:40.242000,,118.96,,,
2022-12-30 17:38:40.759000,,,8835159,,45520
2022-12-30 17:38:41.287000,,,8835188,,45521
2022-12-30 17:38:41.833000,,,8836049,,
2022-12-30 17:38:42.343000,,,8836070,,
2022-12-30 17:38:42.875000,,,,,45522
2022-12-30 17:38:43.402000,118.94,,,,
2022-12-30 17:38:43.921000,,,8836270,,45523
2022-12-30 17:38:44.426000,118.93,118.94,8836940,,45524
2022-12-30 17:38:44.947000,118.91,118.93,8838045,,
2022-12-30 17:38:45.449000,,,8838155,,45525
2022-12-30 17:38:45.956000,,,8838244,,
2022-12-30 17:38:46.485000,118.9,118.92,8838254,,45526
2022-12-30 17:38:46.991000,118.89,118.91,8839088,,
2022-12-30 17:38:47.508000,118.91,118.92,8839184,,45527
2022-12-30 17:38:48.027000,,,8839188,,
2022-12-30 17:38:48.544000,,,8839190,,
2022-12-30 17:38:49.091000,,,,,45528
2022-12-30 17:38:49.594000,,118.93,8839446,,45529
2022-12-30 17:38:50.104000,,,8839449,,
2022-12-30 17:38:50.605000,,,,,45530
2022-12-30 17:38:51.181000,,118.92,8840015,,45531
2022-12-30 17:38:52.247000,,,,,45532
2022-12-30 17:38:53.287000,118.9,,8840125,,
2022-12-30 17:38:53.815000,,,8840304,,45533
2022-12-30 17:38:54.325000,118.91,,8840364,,
2022-12-30 17:38:54.874000,,,8840384,,45534
2022-12-30 17:38:55.897000,,,,,45535
2022-12-30 17:38:56.422000,118.92,118.93,8840680,,45536
2022-12-30 17:38:56.969000,118.91,,,,
2022-12-30 17:38:57.503000,,,,,45537
2022-12-30 17:38:58.034000,,,8840730,,
2022-12-30 17:38:58.582000,,,8841450,,45538
2022-12-30 17:38:59.093000,118.9,,,,
2022-12-30 17:38:59.624000,118.91,,8841470,,45539
2022-12-30 17:39:00.172000,,,8841478,,45540
2022-12-30 17:39:00.689000,,,8841528,,
2022-12-30 17:39:01.212000,,,8845678,,
2022-12-30 17:39:01.729000,118.92,,8845799,,45541
2022-12-30 17:39:02.802000,118.9,,8846186,,45542
2022-12-30 17:39:03.330000,,,8846292,,
2022-12-30 17:39:03.840000,118.91,,8846444,,45543
2022-12-30 17:39:04.413000,,118.92,8846529,,45544
2022-12-30 17:39:04.920000,,,8846729,,
2022-12-30 17:39:05.444000,,118.93,8846730,,45545
2022-12-30 17:39:05.961000,,,8846775,,
2022-12-30 17:39:06.482000,,,,,45546
2022-12-30 17:39:08.091000,,,8847075,,45547
2022-12-30 17:39:08.636000,,118.92,,,45548
2022-12-30 17:39:10.215000,,118.93,8847575,,45549
2022-12-30 17:39:10.749000,,,8847577,,
2022-12-30 17:39:11.816000,,118.92,8847578,,45551
2022-12-30 17:39:12.342000,118.9,118.91,8847842,,45552
2022-12-30 17:39:13.366000,,,8847947,,
2022-12-30 17:39:13.907000,,,,,45553
2022-12-30 17:39:14.421000,,,8847958,,45554
2022-12-30 17:39:15.441000,,,8848122,,
